# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________      "3.4.1" 
Date_of_run______________________________________________________________ (date)_________________________ "07/07/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "12:44" 
User_____________________________________________________________________ (username)_____________________    "jpeters" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "st regression" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/jpeters/bluemira-spherical-tokamak/studies/first/data/PROCESS/run_dir/IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________           -5 
# Numerics #
# PROCESS found a feasible solution #
q95_(lower_bound)________________________________________________________ (boundl006)____________________ 3.00000000000000000e+00 
dr_bore__________________________________________________________________ (itvar007)_____________________ 2.17498262094329708e-01 
dr_bore_(final_value/initial_value)______________________________________ (xcm007)_______________________ 7.24994206981099065e-01 
dr_bore_(range_normalised)_______________________________________________ (nitvar007)____________________ 1.67854660134756722e-01 
dr_bore_(upper_bound)____________________________________________________ (boundu007)____________________ 8.00000000000000044e-01 
dr_bore_(lower_bound)____________________________________________________ (boundl007)____________________ 1.00000000000000006e-01 
dr_tf_nose_case__________________________________________________________ (itvar008)_____________________ 2.53231004673434235e-01 
dr_tf_nose_case_(final_value/initial_value)______________________________ (xcm008)_______________________ 6.33077511683585614e-01 
dr_tf_nose_case_(range_normalised)_______________________________________ (nitvar008)____________________ 4.96389805455988209e-01 
dr_tf_nose_case_(upper_bound)____________________________________________ (boundu008)____________________ 5.00000000000000000e-01 
dr_tf_nose_case_(lower_bound)____________________________________________ (boundl008)____________________ 1.00000000000000019e-02 
dr_shld_inboard__________________________________________________________ (itvar009)_____________________ 2.67810716348375999e-01 
dr_shld_inboard_(final_value/initial_value)______________________________ (xcm009)_______________________ 6.69526790870940025e-01 
dr_shld_inboard_(range_normalised)_______________________________________ (nitvar009)____________________ 2.60414864998359585e-01 
dr_shld_inboard_(upper_bound)____________________________________________ (boundu009)____________________ 1.00000000000000000e+00 
dr_shld_inboard_(lower_bound)____________________________________________ (boundl009)____________________ 1.00000000000000019e-02 
f_nd_alpha_electron______________________________________________________ (itvar010)_____________________ 7.58869870241855315e-02 
f_nd_alpha_electron_(final_value/initial_value)__________________________ (xcm010)_______________________ 3.79434935120927630e-01 
f_nd_alpha_electron_(range_normalised)___________________________________ (nitvar010)____________________ 7.49619489731586791e-02 
f_nd_alpha_electron_(upper_bound)________________________________________ (boundu010)____________________ 1.00000000000000000e+00 
f_nd_alpha_electron_(lower_bound)________________________________________ (boundl010)____________________ 1.00000000000000002e-03 
f_nd_impurity_electrons(13)______________________________________________ (itvar011)_____________________ 7.96158388155054149e-04 
f_nd_impurity_electrons(13)_(final_value/initial_value)__________________ (xcm011)_______________________ 1.59231677631010826e+00 
f_nd_impurity_electrons(13)_(range_normalised)___________________________ (nitvar011)____________________ 7.96149184304238422e-02 
f_nd_impurity_electrons(13)_(upper_bound)________________________________ (boundu011)____________________ 1.00000000000000002e-02 
f_nd_impurity_electrons(13)_(lower_bound)________________________________ (boundl011)____________________ 1.00000000000000002e-08 
dr_tf_wp_with_insulation_________________________________________________ (itvar012)_____________________ 6.25291576152632866e-01 
dr_tf_wp_with_insulation_(final_value/initial_value)_____________________ (xcm012)_______________________ 1.04215262692105481e+00 
dr_tf_wp_with_insulation_(range_normalised)______________________________ (nitvar012)____________________ 5.63228940381581999e-01 
dr_tf_wp_with_insulation_(upper_bound)___________________________________ (boundu012)____________________ 8.00000000000000044e-01 
dr_tf_wp_with_insulation_(lower_bound)___________________________________ (boundl012)____________________ 4.00000000000000022e-01 
f_nd_plasma_pedestal_greenwald___________________________________________ (itvar013)_____________________ 1.00000000001278511e-01 
f_nd_plasma_pedestal_greenwald_(final_value/initial_value)_______________ (xcm013)_______________________ 1.00000000001278511e+00 
f_nd_plasma_pedestal_greenwald_(range_normalised)________________________ (nitvar013)____________________ 1.42056736744204203e-12 
f_nd_plasma_pedestal_greenwald_(upper_bound)_____________________________ (boundu013)____________________ 1.00000000000000000e+00 
f_nd_plasma_pedestal_greenwald_(lower_bound)_____________________________ (boundl013)____________________ 1.00000000000000006e-01 
f_nd_plasma_separatrix_greenwald_________________________________________ (itvar014)_____________________ 1.00000002265275101e-03 
f_nd_plasma_separatrix_greenwald_(final_value/initial_value)_____________ (xcm014)_______________________ 1.00000002265275105e-02 
f_nd_plasma_separatrix_greenwald_(range_normalised)______________________ (nitvar014)____________________ 2.28815666961006684e-10 
f_nd_plasma_separatrix_greenwald_(upper_bound)___________________________ (boundu014)____________________ 1.00000000000000006e-01 
f_nd_plasma_separatrix_greenwald_(lower_bound)___________________________ (boundl014)____________________ 1.00000000000000002e-03 
⟨β⟩_consistency____________________normalised_residue____________________ (eq_con001)____________________ -3.33066907387546962e-16 
⟨β⟩_consistency____________________residual______________________________ (res_eq_con001)________________ -4.16333634234433703e-17 
⟨β⟩_consistency____________________constraint_value______________________ (val_eq_con001)________________ 1.12825640636408916e-01 
⟨β⟩_consistency____________________units_________________________________ (eq_units_con001)______________           '' 
Global_power_balance_consistency__normalised_residue_____________________ (eq_con002)____________________ 3.99680288865056355e-15 
Global_power_balance_consistency__residual_______________________________ (res_eq_con002)________________ 1.49880108324396133e-15 
Global_power_balance_consistency__constraint_value_______________________ (val_eq_con002)________________ 3.80893589544829325e-01 
Global_power_balance_consistency__units__________________________________ (eq_units_con002)______________      'MW/m³' 
Radial_build_consistency__________normalised_residue_____________________ (eq_con011)____________________ -2.90851231987687697e-10 
Radial_build_consistency__________residual_______________________________ (res_eq_con011)________________ -1.30883037741114094e-09 
Radial_build_consistency__________constraint_value_______________________ (val_eq_con011)________________ 4.49999999869116962e+00 
Radial_build_consistency__________units__________________________________ (eq_units_con011)______________          'm' 
Fusion_power_upper_limit__________normalised_residue_____________________ (ineq_con009)__________________ 2.06566181827244066e-01 
Fusion_power_upper_limit__________physical_value_________________________ (ineq_value_con009)____________ 1.98358454543188986e+03 
Fusion_power_upper_limit__________symbol_________________________________ (ineq_symbol_con009)___________         '<=' 
Fusion_power_upper_limit__________units__________________________________ (ineq_units_con009)____________         'MW' 
Fusion_power_upper_limit__________physical_bound_________________________ (ineq_bound_con009)____________ 2.50000000000000000e+03 
Net_electric_power_lower_limit____normalised_residue_____________________ (ineq_con016)__________________ 3.39764660779481975e-01 
Net_electric_power_lower_limit____physical_value_________________________ (ineq_value_con016)____________ 1.33976466077948203e+02 
Net_electric_power_lower_limit____symbol_________________________________ (ineq_symbol_con016)___________         '>=' 
Net_electric_power_lower_limit____units__________________________________ (ineq_units_con016)____________         'MW' 
Net_electric_power_lower_limit____physical_bound_________________________ (ineq_bound_con016)____________ 1.00000000000000000e+02 
Electron_density_upper_limit_(nₑ<)__normalised_residue___________________ (ineq_con005)__________________ 3.76056963347082274e-11 
Electron_density_upper_limit_(nₑ<)__physical_value_______________________ (ineq_value_con005)____________ 1.16823619098600964e+20 
Electron_density_upper_limit_(nₑ<)__symbol_______________________________ (ineq_symbol_con005)___________         '<=' 
Electron_density_upper_limit_(nₑ<)__units________________________________ (ineq_units_con005)____________        '/m³' 
Electron_density_upper_limit_(nₑ<)__physical_bound_______________________ (ineq_bound_con005)____________ 1.16823619102994203e+20 
⟨β⟩_upper_limit__________________normalised_residue______________________ (ineq_con024)__________________ 1.90570277392678955e-01 
⟨β⟩_upper_limit__________________physical_value__________________________ (ineq_value_con024)____________ 1.23779417622194535e-01 
⟨β⟩_upper_limit__________________symbol__________________________________ (ineq_symbol_con024)___________         '<=' 
⟨β⟩_upper_limit__________________units___________________________________ (ineq_units_con024)____________           '' 
⟨β⟩_upper_limit__________________physical_bound__________________________ (ineq_bound_con024)____________ 1.52921759808224506e-01 
Pₛₑₚ_>_Pₗₕ_consistency_____normalised_residue____________________________ (ineq_con015)__________________ 2.03884113742226791e+00 
Pₛₑₚ_>_Pₗₕ_consistency_____physical_value________________________________ (ineq_value_con015)____________ 1.79999999999818726e+02 
Pₛₑₚ_>_Pₗₕ_consistency_____symbol________________________________________ (ineq_symbol_con015)___________         '>=' 
Pₛₑₚ_>_Pₗₕ_consistency_____units_________________________________________ (ineq_units_con015)____________         'MW' 
Pₛₑₚ_>_Pₗₕ_consistency_____physical_bound________________________________ (ineq_bound_con015)____________ 5.92331062598770188e+01 
Alpha_to_energy_confinement_ratio_(τ_α/τₑ)_lower_limit________normalised_residue_ (ineq_con062)__________________ 2.35731434372610238e-11 
Alpha_to_energy_confinement_ratio_(τ_α/τₑ)_lower_limit________physical_value_ (ineq_value_con062)____________ 5.00000000011786572e+00 
Alpha_to_energy_confinement_ratio_(τ_α/τₑ)_lower_limit________symbol_____ (ineq_symbol_con062)___________         '>=' 
Alpha_to_energy_confinement_ratio_(τ_α/τₑ)_lower_limit________units______ (ineq_units_con062)____________           '' 
Alpha_to_energy_confinement_ratio_(τ_α/τₑ)_lower_limit________physical_bound_ (ineq_bound_con062)____________ 5.00000000000000000e+00 
nₑ₀_>_nₑ_pedestal_constraint______normalised_residue_____________________ (ineq_con081)__________________ 1.38445656929376604e+01 
nₑ₀_>_nₑ_pedestal_constraint______physical_value_________________________ (ineq_value_con081)____________ 1.73419588828329640e+20 
nₑ₀_>_nₑ_pedestal_constraint______symbol_________________________________ (ineq_symbol_con081)___________         '>=' 
nₑ₀_>_nₑ_pedestal_constraint______units__________________________________ (ineq_units_con081)____________        '/m³' 
nₑ₀_>_nₑ_pedestal_constraint______physical_bound_________________________ (ineq_bound_con081)____________ 1.16823619104487813e+19 
Radiation_fraction_(fᵧ)_upper_limit____normalised_residue________________ (ineq_con017)__________________ 2.06068495600675305e-12 
Radiation_fraction_(fᵧ)_upper_limit____physical_value____________________ (ineq_value_con017)____________ 6.39999999998681179e-01 
Radiation_fraction_(fᵧ)_upper_limit____symbol____________________________ (ineq_symbol_con017)___________         '<=' 
Radiation_fraction_(fᵧ)_upper_limit____units_____________________________ (ineq_units_con017)____________      'MW/m³' 
Radiation_fraction_(fᵧ)_upper_limit____physical_bound____________________ (ineq_bound_con017)____________ 6.40000000000000013e-01 
Pₛₑₚ_/_R₀_upper_limit______________normalised_residue____________________ (ineq_con056)__________________ 1.00697228333501698e-12 
Pₛₑₚ_/_R₀_upper_limit______________physical_value________________________ (ineq_value_con056)____________ 3.99999999999597193e+01 
Pₛₑₚ_/_R₀_upper_limit______________symbol________________________________ (ineq_symbol_con056)___________         '<=' 
Pₛₑₚ_/_R₀_upper_limit______________units_________________________________ (ineq_units_con056)____________       'MW/m' 
Pₛₑₚ_/_R₀_upper_limit______________physical_bound________________________ (ineq_bound_con056)____________ 4.00000000000000000e+01 
TF_coil_superconductor_critical_current_density_upper_limit___normalised_residue_ (ineq_con033)__________________ 2.89295125077331239e-02 
TF_coil_superconductor_critical_current_density_upper_limit___physical_value_ (ineq_value_con033)____________ 4.18703182025022432e+07 
TF_coil_superconductor_critical_current_density_upper_limit___symbol_____ (ineq_symbol_con033)___________         '<=' 
TF_coil_superconductor_critical_current_density_upper_limit___units______ (ineq_units_con033)____________       'A/m²' 
TF_coil_superconductor_critical_current_density_upper_limit___physical_bound_ (ineq_bound_con033)____________ 4.31176920128938407e+07 
TF_coil_case_stress_upper_limit___normalised_residue_____________________ (ineq_con031)__________________ 6.69729923857288911e-01 
TF_coil_case_stress_upper_limit___physical_value_________________________ (ineq_value_con031)____________ 2.80729564721304417e+08 
TF_coil_case_stress_upper_limit___symbol_________________________________ (ineq_symbol_con031)___________         '<=' 
TF_coil_case_stress_upper_limit___units__________________________________ (ineq_units_con031)____________         'Pa' 
TF_coil_case_stress_upper_limit___physical_bound_________________________ (ineq_bound_con031)____________ 8.50000000000000000e+08 
TF_coil_conduit_stress_upper_limit__normalised_residue___________________ (ineq_con032)__________________ 6.98290176238713256e-01 
TF_coil_conduit_stress_upper_limit__physical_value_______________________ (ineq_value_con032)____________ 2.11196876632900685e+08 
TF_coil_conduit_stress_upper_limit__symbol_______________________________ (ineq_symbol_con032)___________         '<=' 
TF_coil_conduit_stress_upper_limit__units________________________________ (ineq_units_con032)____________         'Pa' 
TF_coil_conduit_stress_upper_limit__physical_bound_______________________ (ineq_bound_con032)____________ 7.00000000000000000e+08 
FW_radiation_wall_load_upper_limit_normalised_residue____________________ (ineq_con067)__________________ 6.97303965894006561e-01 
FW_radiation_wall_load_upper_limit_physical_value________________________ (ineq_value_con067)____________ 3.63235240927192060e-01 
FW_radiation_wall_load_upper_limit_symbol________________________________ (ineq_symbol_con067)___________         '<=' 
FW_radiation_wall_load_upper_limit_units_________________________________ (ineq_units_con067)____________      'MW/m²' 
FW_radiation_wall_load_upper_limit_physical_bound________________________ (ineq_bound_con067)____________ 1.19999999999999996e+00 
Plasma_injected_power_(Pₐᵤₓ)_upper_limit_______normalised_residue________ (ineq_con030)__________________ 4.68459464693522620e-01 
Plasma_injected_power_(Pₐᵤₓ)_upper_limit_______physical_value____________ (ineq_value_con030)____________ 1.19596620443957406e+02 
Plasma_injected_power_(Pₐᵤₓ)_upper_limit_______symbol____________________ (ineq_symbol_con030)___________         '<=' 
Plasma_injected_power_(Pₐᵤₓ)_upper_limit_______units_____________________ (ineq_units_con030)____________         'MW' 
Plasma_injected_power_(Pₐᵤₓ)_upper_limit_______physical_bound____________ (ineq_bound_con030)____________ 2.25000000000000000e+02 
Iₚ/I_rod_upper_limit_______________normalised_residue____________________ (ineq_con046)__________________ 5.02871298472518991e-01 
Iₚ/I_rod_upper_limit_______________physical_value________________________ (ineq_value_con046)____________ 3.39826133059707713e-01 
Iₚ/I_rod_upper_limit_______________symbol________________________________ (ineq_symbol_con046)___________         '<=' 
Iₚ/I_rod_upper_limit_______________units_________________________________ (ineq_units_con046)____________           '' 
Iₚ/I_rod_upper_limit_______________physical_bound________________________ (ineq_bound_con046)____________ 6.83577777777777840e-01 
Runtime_of_PROCESS_in_seconds____________________________________________ (process_runtime)______________ 2.24650521278381348e+01 
# Final Feasible Point #
# Power Reactor Costs (1990 US$) #
First_wall_/_blanket_life_(years)________________________________________ (life_blkt)____________________ 2.78218470662911965e+00 
Divertor_life_(years)____________________________________________________ (life_div)_____________________ 7.61449745786654919e-01 
Centrepost_life_(years)__________________________________________________ (cplife_cal)___________________ 5.39737300179174914e-02 
Cost_of_electricity_(m$/kWh)_____________________________________________ (coe)__________________________ 1.02120325871230591e+03 
# Detailed Costings (1990 US$) #
Acc.22_multiplier_for_Nth_of_a_kind______________________________________ (fkind)________________________ 1.00000000000000000e+00 
Level_of_Safety_Assurance________________________________________________ (lsa)__________________________            2 
# Structures and Site Facilities #
Site_improvements,_facilities,_land_(M$)_________________________________ (c211)_________________________ 3.26400000000000006e+01 
Reactor_building_cost_(M$)_______________________________________________ (c212)_________________________ 2.99245691788046258e+02 
Turbine_building_cost_(M$)_______________________________________________ (c213)_________________________ 3.19199999999999982e+01 
Reactor_maintenance_building_cost_(M$)___________________________________ (c2141)________________________ 7.22652403908396224e+01 
Warm_shop_cost_(M$)______________________________________________________ (c2142)________________________ 4.61862189608850358e+01 
Tritium_building_cost_(M$)_______________________________________________ (c215)_________________________ 1.24319999999999986e+01 
Electrical_equipment_building_cost_(M$)__________________________________ (c216)_________________________ 1.44239651385496739e+01 
Additional_buildings_cost_(M$)___________________________________________ (c2171)________________________ 1.51199999999999992e+01 
Control_room_buildings_cost_(M$)_________________________________________ (c2172)________________________ 1.76400000000000006e+01 
Shop_and_warehouses_cost_(M$)____________________________________________ (c2173)________________________ 9.65999999999999837e+00 
Cryogenic_building_cost_(M$)_____________________________________________ (c2174)________________________ 3.91168192711969738e+01 
Total_account_21_cost_(M$)_______________________________________________ (c21)__________________________ 5.90649935549517522e+02 
# Reactor Systems #
First_wall_cost_(M$)_____________________________________________________ (c2211)________________________ 8.73199105529114945e+01 
Blanket_beryllium_cost_(M$)______________________________________________ (c22121)_______________________ 1.08340386496426220e+02 
Blanket_breeder_material_cost_(M$)_______________________________________ (c22122)_______________________ 2.65504010474563870e+02 
Blanket_stainless_steel_cost_(M$)________________________________________ (c22123)_______________________ 3.34973134815233493e+01 
Blanket_vanadium_cost_(M$)_______________________________________________ (c22124)_______________________ 0.00000000000000000e+00 
Blanket_total_cost_(M$)__________________________________________________ (c2212)________________________ 4.07341710452513439e+02 
Bulk_shield_cost_(M$)____________________________________________________ (c22131)_______________________ 4.09158351954797013e+01 
Penetration_shielding_cost_(M$)__________________________________________ (c22132)_______________________ 4.09158351954797013e+01 
Total_shield_cost_(M$)___________________________________________________ (c2213)________________________ 8.18316703909594025e+01 
Total_support_structure_cost_(M$)________________________________________ (c2214)________________________ 2.16603937791922512e+01 
Divertor_cost_(M$)_______________________________________________________ (c2215)________________________ 4.39383148531068528e+01 
Total_account_221_cost_(M$)______________________________________________ (c221)_________________________ 6.42092000028683515e+02 
# Magnets #
TF_coil_conductor_cost_(M$)______________________________________________ (c22211)_______________________ 3.70468983160702052e+01 
TF_coil_winding_cost_(M$)________________________________________________ (c22212)_______________________ 1.68837916907212104e+01 
TF_coil_case_cost_(M$)___________________________________________________ (c22213)_______________________ 2.29562233593402425e+02 
TF_intercoil_structure_cost_(M$)_________________________________________ (c22214)_______________________ 7.30740073934815797e+01 
TF_coil_gravity_support_structure_(M$)___________________________________ (c22215)_______________________ 1.15539013151248557e+01 
TF_magnet_assemblies_cost_(M$)___________________________________________ (c2221)________________________ 3.68120832308800232e+02 
PF_coil_conductor_cost_(M$)______________________________________________ (c22221)_______________________ 2.51574202784388660e+02 
PF_coil_winding_cost_(M$)________________________________________________ (c22222)_______________________ 3.31293359505024583e+01 
PF_coil_case_cost_(M$)___________________________________________________ (c22223)_______________________ 1.13232633846039789e+02 
PF_coil_support_structure_cost_(M$)______________________________________ (c22224)_______________________ 1.02937992487861560e+01 
PF_magnet_assemblies_cost_(M$)___________________________________________ (c2222)________________________ 4.08229971829717101e+02 
Vacuum_vessel_assembly_cost_(M$)_________________________________________ (c2223)________________________ 1.26391099147884205e+02 
Total_account_222_cost_(M$)______________________________________________ (c222)_________________________ 9.02741903286401566e+02 
# Power Injection #
ECH_system_cost_(M$)_____________________________________________________ (c2231)________________________ 3.58789861331872203e+02 
Lower_hybrid_system_cost_(M$)____________________________________________ (c2232)________________________ 0.00000000000000000e+00 
Neutral_beam_system_cost_(M$)____________________________________________ (c2233)________________________ 0.00000000000000000e+00 
Total_account_223_cost_(M$)______________________________________________ (c223)_________________________ 3.58789861331872203e+02 
# Vacuum Systems #
High_vacuum_pumps_cost_(M$)______________________________________________ (c2241)________________________ 1.87199999999999989e+01 
Backing_pumps_cost_(M$)__________________________________________________ (c2242)________________________ 7.02000000000000046e+00 
Vacuum_duct_cost_(M$)____________________________________________________ (c2243)________________________ 2.88666517172839132e+00 
Valves_cost_(M$)_________________________________________________________ (c2244)________________________ 7.35243595975867592e+00 
Duct_shielding_cost_(M$)_________________________________________________ (c2245)________________________ 0.00000000000000000e+00 
Instrumentation_cost_(M$)________________________________________________ (c2246)________________________ 1.30000000000000004e+00 
Total_account_224_cost_(M$)______________________________________________ (c224)_________________________ 3.72791011314870673e+01 
# Power Conditioning #
TF_coil_power_supplies_cost_(M$)_________________________________________ (c22511)_______________________ 1.59636255063635435e+00 
TF_coil_breakers_cost_(M$)_______________________________________________ (c22512)_______________________ 1.76051324006666157e+01 
TF_coil_dump_resistors_cost_(M$)_________________________________________ (c22513)_______________________ 5.09491448476197828e+00 
TF_coil_instrumentation_and_control_(M$)_________________________________ (c22514)_______________________ 3.60000000000000009e+00 
TF_coil_bussing_cost_(M$)________________________________________________ (c22515)_______________________ 1.59723880589066916e+01 
Total,_TF_coil_power_costs_(M$)__________________________________________ (c2251)________________________ 4.38687974949716448e+01 
PF_coil_power_supplies_cost_(M$)_________________________________________ (c22521)_______________________ 2.33342925016979379e+01 
PF_coil_instrumentation_and_control_(M$)_________________________________ (c22522)_______________________ 3.90000000000000036e+00 
PF_coil_bussing_cost_(M$)________________________________________________ (c22523)_______________________ 1.18271999999999995e+01 
PF_coil_burn_power_supplies_cost_(M$)____________________________________ (c22524)_______________________ 1.42954136419334166e+00 
PF_coil_breakers_cost_(M$)_______________________________________________ (c22525)_______________________ 1.65431068770150596e+01 
PF_coil_dump_resistors_cost_(M$)_________________________________________ (c22526)_______________________ 2.29391507420750518e+00 
PF_coil_ac_breakers_cost_(M$)____________________________________________ (c22527)_______________________ 9.74999999999999978e-01 
Total,_PF_coil_power_costs_(M$)__________________________________________ (c2252)________________________ 6.03030558171138367e+01 
Total,_energy_storage_cost_(M$)__________________________________________ (c2253)________________________ 0.00000000000000000e+00 
Total_account_225_cost_(M$)______________________________________________ (c225)_________________________ 1.04171853312085489e+02 
# Heat Transport System #
Pumps_and_piping_system_cost_(M$)________________________________________ (cpp)__________________________ 2.65002742414057870e+01 
Primary_heat_exchanger_cost_(M$)_________________________________________ (chx)__________________________ 5.66473648711238269e+01 
Total,_reactor_cooling_system_cost_(M$)__________________________________ (c2261)________________________ 8.31476391125296175e+01 
Pumps,_piping_cost_(M$)__________________________________________________ (cppa)_________________________ 4.00733175197901588e+01 
Total,_auxiliary_cooling_system_cost_(M$)________________________________ (c2262)________________________ 4.00733175197901588e+01 
Total,_cryogenic_system_cost_(M$)________________________________________ (c2263)________________________ 3.47388070045622726e+02 
Total_account_226_cost_(M$)______________________________________________ (c226)_________________________ 4.70609026677942495e+02 
# Fuel Handling System #
Fuelling_system_cost_(M$)________________________________________________ (c2271)________________________ 2.23000000000000007e+01 
Fuel_processing_and_purification_cost_(M$)_______________________________ (c2272)________________________ 1.14303749769316497e+02 
Atmospheric_recovery_systems_cost_(M$)___________________________________ (c2273)________________________ 4.63100261953432906e+01 
Nuclear_building_ventilation_cost_(M$)___________________________________ (c2274)________________________ 5.77278442072516356e+01 
Total_account_227_cost_(M$)______________________________________________ (c227)_________________________ 2.40641620171911427e+02 
# Instrumentation and Control #
Instrumentation_and_control_cost_(M$)____________________________________ (c228)_________________________ 1.50000000000000000e+02 
# Maintenance Equipment #
Maintenance_equipment_cost_(M$)__________________________________________ (c229)_________________________ 1.25000000000000000e+02 
# Total Account 22 Cost #
Total_account_22_cost_(M$)_______________________________________________ (c22)__________________________ 3.03132536594038356e+03 
# Turbine Plant Equipment #
Turbine_plant_equipment_cost_(M$)________________________________________ (c23)__________________________ 2.03336597604159834e+02 
# Electric Plant Equipment #
Switchyard_equipment_cost_(M$)___________________________________________ (c241)_________________________ 1.44439999999999991e+01 
Transformers_cost_(M$)___________________________________________________ (c242)_________________________ 1.43887200414612444e+01 
Low_voltage_equipment_cost_(M$)__________________________________________ (c243)_________________________ 1.22463995969364543e+01 
Diesel_backup_equipment_cost_(M$)________________________________________ (c244)_________________________ 5.33800000000000008e+00 
Auxiliary_facilities_cost_(M$)___________________________________________ (c245)_________________________ 1.17749999999999999e+00 
Total_account_24_cost_(M$)_______________________________________________ (c24)__________________________ 4.75946196383977025e+01 
# Miscellaneous Plant Equipment #
Miscellaneous_plant_equipment_cost_(M$)__________________________________ (c25)__________________________ 2.21250000000000000e+01 
# Heat Rejection System #
Heat_rejection_system_cost_(M$)__________________________________________ (c26)__________________________ 5.33707643526957369e+01 
